ID_REF  VALUE   PLIER
1556689_a_at    1.0528919       1.4890479
1556690_s_at    1.6041913       1.5049629
1556694_a_at    0.5336271       0.58747643
1556695_a_at    0.64402634      0.7066606
1556696_s_at    0.813383        0.7024217
1556697_at      0.6845111       0.47809604
1556698_a_at    0.7049415       0.83279204
1556699_at      0.65386003      0.8458397
1556700_a_at    0.4683446       1.2995987
1556701_at      0.6951752       1.1661522
1556704_s_at    1.2589563       1.397347
1556706_at      1.0578803       0.49688363
1556709_a_at    1.5768723       1.4464144
1556711_at      0.61384195      2.0819652
1556713_at      0.8928786       0.9524984
1556715_at      0.26697803      0.37996975
1556717_at      1.2379827       0.86017436
1556718_s_at    1.3925023       1.019149
1556721_at      0.7445162       0.6743238
1556722_a_at    0.9819767       0.91166574
1556724_at      0.7928418       0.6437647
1556725_a_at    0.68560445      0.6908714
1556727_at      0.924751        0.9750448
1556728_at      0.7785307       1.2079712
1556730_at      0.7225679       1.2142556
1556732_at      0.9187744       0.82568395
1556734_at      0.6070521       1
1556735_at      1.2507854       1.156531
1556736_at      0.76088774      0.64441913
1556737_at      1.3117479       0.8365246
1556739_at      0.99762535      1.0515548
1556740_at      0.6422537       1.7054183
1556742_at      2.0851042       1.6842712
1556743_at      1.0418453       0.9224466
1556744_a_at    1.1198628       1.0332199
1556747_a_at    1.0529242       0.99879485
1556748_x_at    1.009374        0.9963549
1556749_at      0.5756136       0.67525405
1556750_at      0.8820696       0.73900104
1556753_s_at    0.97897273      0.2703185
1556754_at      0.48277795      1.1887081
1556755_s_at    1.1737665       0.9620903
1556757_a_at    0.4936382       0.6871386
1556758_at      0.9467617       0.8106831
1556759_at      0.76475644      0.01
1556760_a_at    0.56959736      0.46116194
1556761_at      0.5564407       0.7524877
1556762_a_at    0.8831734       1.048659
1556763_at      0.63220495      0.6009654
1556764_s_at    1.0019723       0.93994147
1556766_at      0.7240679       0.4219201
1556768_at      0.932648        0.9938664
1556769_a_at    0.49140963      1.2055346
1556770_a_at    0.6203569       0.94048566
1556771_a_at    0.8139779       0.92238516
1556773_at      0.4376131       1.0861484
1556775_at      0.5370404       0.8396522
1556776_a_at    1.0030168       0.8571974
1556777_a_at    0.84335077      0.2825384
1556778_at      0.9012105       1.1332815
1556779_s_at    0.7291002       0.90547585
1556781_at      0.7296863       0.80745417
1556783_a_at    1.6806787       1.7511992
1556784_at      1.4904091       1.2892207
1556786_at      0.6827069       0.21762018
1556787_s_at    1.1230391       1.3973444
1556789_a_at    1.0543183       0.9528649
1556793_a_at    0.79175055      0.82998645
1556794_at      0.6609886       0.8999222
1556796_at      0.6842531       1.0725981
1556797_at      0.35891664      0.5742339
1556798_a_at    0.4942377       0.4737661
1556800_a_at    0.7812234       1.1823504
1556801_at      1.0372447       1.1028467
1556803_at      2.0950773       1.5367002
1556804_s_at    1.1426152       0.7074991
1556805_at      0.5099073       0.96618146
1556806_at      1.0179541       1.3625934
1556808_at      0.42320135      0.6573591
1556809_a_at    0.7104189       0.8159682
1556810_a_at    0.6207078       1.0092285
1556812_a_at    1.1984833       1.3754394
1556813_at      1.6162913       1.5600086
1556814_a_at    2.0634637       1.6532341
1556815_at      1.3545612       1.3606113
1556817_a_at    0.56009954      0.79855233
1556818_at      0.81336206      0.94390905
1556820_a_at    1.3828171       1.5829693
1556821_x_at    1.6479424       1.3648664
1556822_s_at    0.3036798       2.60752
1556823_s_at    0.7749154       0.7656202
1556824_at      1.1796  0.97469676
1556826_s_at    1.117722        1.0226107
1556827_at      0.57954156      1.0035285
1556828_at      0.69725174      0.8150726
1556829_at      0.6004504       0.7474097
1556831_at      1.179134        1.1753032
1556832_at      0.9990575       0.797983
1556834_at      0.39480847      0.011713862
1556835_s_at    0.6777057       1.0055194
1556836_at      0.5426379       2.2434082
1556837_a_at    0.38933876      0.54298145
1556839_s_at    0.5471578       0.672468
1556841_a_at    0.4077436       0.8351401
1556842_at      0.7841742       1.6950068
1556844_at      0.38141987      1.172298
1556846_at      0.9883794       2.372694
1556847_s_at    0.68167806      0.91586095
1556849_at      2.5867624       1.9558557
1556850_at      0.6847693       1.1958022
1556851_at      0.38904536      0.01
1556852_a_at    1.1454471       1.0262405
1556854_at      0.36344877      1.2292242
1556855_a_at    0.44317576      1.2104551
1556856_at      0.48268694      0.63625425
1556859_a_at    0.87742555      0.9388763
1556864_at      1.6909648       1.1956544
1556865_at      0.55192345      0.88488823
1556867_at      0.62223107      1
1556872_s_at    0.9220268       0.96168506
1556873_at      0.77901715      0.04845839
1556874_a_at    0.4355555       0.84966314
1556876_s_at    1.0225656       1.3024507
1556877_at      0.52097034      0.5854705
1556879_at      0.4918731       0.9249606
1556881_at      1.0203575       0.920162
1556883_a_at    0.4413416       0.55616915
1556884_a_at    0.54530424      0.68858176
1556885_at      0.6369482       1.5027912
1556886_a_at    0.43777815      0.80832887
1556887_at      0.32820758      0.8928169
1556888_at      1.0213077       1.3235507
1556889_s_at    1.6590961       1.7921745
1556891_at      0.45981914      0.68106574
1556894_at      0.8968806       1.9474543
1556895_a_at    0.405444        1.7690792
1556896_at      0.7476498       1.1225287
1556898_at      0.7492724       0.7219877
1556899_at      0.33825848      1.1073029
1556900_at      0.9299123       0.7805552
1556901_s_at    0.94918823      1.1209004
1556903_at      0.7762059       0.74166733
1556904_at      1.227837        1.1087071
1556905_at      0.8261439       1.0693674
1556907_at      0.7134986       1.186668
1556909_at      1.1834624       0.81935024
1556911_at      0.70720446      0.6103547
1556912_at      0.999444        0.01
1556913_a_at    0.49681243      0.72583663
1556914_at      0.8737938       1.2314582
1556916_a_at    0.69177604      0.5518728
1556917_a_at    1.0223838       1.5152602
1556919_at      1.3019203       1.1928465
1556920_s_at    0.578123        1.0192244
1556921_at      0.6933428       0.28336948
1556923_at      1.3988459       1.0508034
1556924_at      0.4295213       0.7195593
1556925_at      1.1500527       1.2535563
1556927_at      0.5609208       0.4906644
1556928_at      0.84964675      0.8856452
1556929_at      0.93648475      1.1197845
1556931_at      1.8522803       1.776516
1556932_at      0.6445585       0.9606726
1556933_at      2.0604105       2.4093454
1556935_at      2.1508465       1.7846044
1556936_at      0.8842342       0.9736577
1556937_at      1.0905612       1.3028759
1556938_a_at    1.0808952       1.1110376
1556940_at      0.8928832       0.86953187
1556941_a_at    0.760332        0.6936744
1556942_at      2.0195851       1.591815
1556944_at      1.1219786       0.74177605
1556945_a_at    0.9588089       0.85518396
1556947_at      1.0755624       1.240909
1556950_s_at    2.628117        2.0234334
1556951_at      0.9175965       1.6992689
1556952_at      0.5534595       0.7455144
1556954_at      0.98494303      0.89817536
1556956_at      0.8863107       1.028953
1556958_at      0.75064206      0.8143195
1556959_at      0.90330946      0.7699544
1556960_a_at    0.5506764       0.28718734
1556962_at      0.90072227      0.79282415
1556963_at      0.845755        1.3375341
1556964_s_at    0.8923179       0.7067299
1556967_at      0.8334094       1.5756925
1556969_at      0.43440744      1.1070049
1556970_at      0.8855686       1.4004872
1556971_a_at    0.826369        1.1047033
1556972_at      0.44560537      1.0633988
1556976_s_at    0.98277473      1.0144159
1556978_a_at    1.3913213       1.1052079
1556980_at      0.430413        0.096834645
1556982_at      1.0732044       0.984624
1556983_a_at    1.0078331       1.072229
1556984_at      1.002781        1.0410887
1556985_at      0.66342103      1.0457549
1556986_at      0.94063765      0.97769773
1556987_s_at    0.40384194      1.2501167
1556988_s_at    0.92881924      0.8497698
1556989_at      0.6967496       0.86299163
1556990_at      0.9872582       0.331525
1556992_at      0.5770343       0.9937535
1556994_at      0.9204631       1.2594597
1556996_at      0.8087981       0.31255302
1556997_a_at    0.7243026       0.80920416
1556999_at      1.0589927       0.76849574
1557000_at      1.113926        0.9328721
1557002_x_at    1.0832419       0.95881385
1557003_at      0.46737435      1.1851884
1557004_at      0.48050788      0.124466784
1557007_a_at    1.1482766       1.3048117
1557008_at      0.98865837      0.927893
1557009_a_at    0.5233474       0.46936658
1557012_a_at    1.4529779       1.3807764
1557014_a_at    0.6116378       0.53488785
1557016_a_at    0.4993478       1.1941068
1557017_at      0.9150999       0.29791588
1557018_a_at    0.96655715      1.0398121
1557021_s_at    0.97675437      0.73525256
1557022_at      0.39413917      0.9572067
1557024_at      1.0527494       1.2641689
1557025_a_at    0.69898635      0.8066024
1557026_at      0.49859515      1.1522404
1557027_at      0.61942196      1.1037375
1557029_at      0.36544126      0.6791282
1557030_at      1.139025        1.166074
1557031_at      0.58414847      1.1319474
1557034_s_at    0.5038692       0.6042765
1557036_at      1.1502239       1.2533545
1557037_a_at    1.0332793       1.109502
1557038_s_at    0.66167223      0.99577016
1557042_at      0.28483063      0.34712765
1557044_at      1.1515281       1.6269124
1557046_x_at    1.3862445       1.753216
1557047_at      0.8941146       0.9288241
1557049_at      1.2790574       1.1977348
1557050_at      0.9307592       1.0612143
1557051_s_at    0.57000643      1.0381585
1557052_at      0.9813083       0.98509574
1557053_s_at    1.1016358       1.0912294
1557055_s_at    0.7231709       0.67939126
1557056_at      0.574754        0.7652266
1557057_a_at    0.9107971       0.048686735
1557059_at      0.65916175      0.92690235
1557060_at      0.5065539       1.0014703
1557062_at      1.0789508       1.0935073
1557063_at      0.7989054       0.7701671
1557064_s_at    0.73349464      0.99421793
1557065_at      1.6739912       1.3755819
1557066_at      1.4092654       0.9954175
1557067_s_at    0.9752214       1.0315739
1557068_at      0.602378        0.2795229
1557070_at      0.43457127      0.67899126
1557071_s_at    0.95835465      0.94558716
1557073_s_at    0.5614382       0.5021922
1557077_a_at    0.28782853      0.08519139
1557078_at      0.87957877      0.81327325
1557079_at      0.9217011       0.5233617
1557080_s_at    1.1020031       1.1095138
1557081_at      1.229195        1.1515636
1557085_at      0.711752        0.9976059
1557089_at      1.1613425       1.0093205
1557091_at      1.0775123       1.0754329
1557094_at      1.1545355       0.9453329
1557098_s_at    0.49668217      0.4994336
1557099_at      0.918888        1.1829264
1557100_s_at    0.8356533       0.8605795
1557103_a_at    0.6464049       0.87932986
1557104_at      1.0958257       1.6104362
1557105_a_at    1.0330435       0.92595303
1557107_at      0.20062438      0.32035345
1557112_a_at    1.2962288       1.2678971
1557113_at      0.666629        0.7340185
1557114_a_at    1.1910156       1.1711558
1557116_at      1.3887872       1.1646687
1557117_at      1.2634261       1.1789229
1557118_a_at    1.1620357       1.3806962
1557119_a_at    0.93200946      0.7881028
1557120_at      0.6146526       1.1635103
1557121_s_at    1.1116195       1.1426955
1557122_s_at    0.29304084      0.358896
1557123_a_at    1.0482957       1.161254
1557124_at      1.3579876       1.2285149
1557126_a_at    1.0865282       1.3077376
1557128_at      0.48496726      1.0306065
1557129_a_at    0.8966563       1.0169001
1557131_at      3.666356        1.8887669
1557132_at      0.6228451       0.63392025
1557133_at      1.1823076       1.0675277
1557135_at      0.97226804      0.9733971
1557136_at      1.441952        1.3722571
1557137_at      0.8399852       1
1557139_at      0.70454293      0.49436814
1557141_at      0.8972835       0.8659532
1557143_at      1.6173208       1.3159182
1557145_at      1.2204685       1.3820508
1557146_a_at    0.39458525      0.9506544
1557147_a_at    0.6829642       1.2602395
1557148_at      0.45135465      0.92861515
1557149_at      0.3607183       0.86313087
1557151_at      1.0558403       1.1873941
1557154_at      0.6408035       0.9006635
1557155_a_at    1.2461743       1.0397589
1557158_s_at    1.2906564       1.0353011
1557161_at      0.6432231       0.7250151
1557162_at      0.95505536      0.76598054
1557164_a_at    1.0780791       1.1713337
1557165_s_at    0.8068075       0.7567982
1557166_at      0.5345159       0.5927057
1557167_at      1.738484        1.1518711
1557169_x_at    0.8920077       0.68437403
1557170_at      1.3768964       1.273224
1557172_x_at    1.4304738       1.223656
1557174_a_at    1.1432782       1.1165203
1557176_a_at    0.9189093       1.0267655
1557177_at      0.97696567      1.7289342
1557179_s_at    0.5406977       1.7311682
1557180_at      0.36061925      0.08629996
1557181_s_at    0.14576049      0.12118671
1557185_at      0.84043187      1.0556656
1557186_s_at    1.0000942       1.005185
1557189_at      1.0018914       0.96823406
1557190_at      0.4723347       1.1754841
1557192_at      0.7852231       0.9089787
1557193_at      1.044537        1.018893
1557194_a_at    0.92743105      1
1557195_at      1.3001729       1.3163642
1557196_a_at    1.2463611       1.0781254
1557197_a_at    1.0917017       1.3044758
1557203_at      0.3459563       0.45988148
1557206_at      1.0071387       0.014054623
1557207_s_at    0.87581307      1.1010623
1557208_at      0.5183397       0.65490204
1557211_a_at    0.510677        0.7521444
1557212_at      0.7404954       1.041814
1557214_at      0.5824991       1.0386971
1557215_at      0.5971766       0.69043297
1557217_a_at    0.81830764      1.1093714
1557218_s_at    0.8616887       0.01
1557219_at      0.58414876      1.0163168
1557222_at      1.7751385       1.3201634
1557223_at      0.43794334      1.0247835
1557224_at      2.1779015       1.4841017
1557225_at      0.46290225      0.739078
1557226_a_at    0.49925354      2.6267474
1557227_s_at    1.9546058       1.5838705
1557228_at      1.6071723       1.4634546
1557232_at      0.43528107      0.52705055
1557233_at      1.0867194       1.1610074
1557235_at      0.58934754      0.49877745
1557236_at      1.0751992       1.6054617
1557238_s_at    1.3017193       1.2346382
1557239_at      1.2207903       1.1498524
1557240_a_at    0.9565819       1.1056397
1557241_a_at    0.4888225       0.79173255
1557242_at      0.9713719       1.1355786
1557244_a_at    1.2140121       0.8163165
1557246_at      1.1273044       1.0614165
1557248_at      1.1681379       1.0763177
1557252_at      0.90126157      0.8775765
1557256_a_at    1.0896996       1.013672
1557257_at      0.5225587       0.8585906
1557258_a_at    0.8194332       0.9553312
1557260_a_at    0.9863569       0.78954417
1557261_at      0.85640883      0.76613086
1557262_at      0.42333123      0.95544094
1557263_s_at    1.3018018       1.3649457
1557265_at      0.9333745       1.0629976
1557267_s_at    0.8665756       1.1035663
1557270_at      1.6827254       1.4654511
1557274_at      0.29172695      0.7330619
1557275_a_at    0.86371297      0.6944439
1557276_at      1.0419708       1.1908271
1557277_a_at    0.8024195       1.2082398
1557278_s_at    1.9758267       1.649063
1557279_at      0.3874804       0.49581307
1557280_s_at    0.4519556       0.5168635
1557283_a_at    0.81331956      0.7399641
1557285_at      0.8756112       0.35467958
1557286_at      1.7347057       1.6751381
1557287_at      0.6280056       1.5789946
1557289_s_at    2.9117584       2.439742
1557290_at      0.4162875       0.6555531
1557292_a_at    1.506139        1.5277351
1557293_at      0.44435412      0.49812505
1557295_a_at    0.7965411       1.0746984
1557296_at      0.4400952       1.0336136
1557297_at      0.5634887       0.7129891
1557300_s_at    1.031936        0.89133763
1557301_a_at    1.4336647       1.7121344
1557302_at      1.0140193       0.97226
1557303_at      0.7350375       0.7583768
1557305_at      1.7127784       1.1714498
1557309_at      0.903614        1.3546071
1557311_at      0.8828274       1.0160638
1557312_at      0.65732074      0.95731217
1557314_at      0.77054507      1.0308235
1557315_a_at    0.93018585      0.8489289
1557316_at      0.80645007      0.8831448
1557319_at      1.2046663       1.0893018
1557321_a_at    0.9363911       0.72748893
1557322_at      0.7356054       0.765999
1557325_at      0.54304725      1.2806004
1557326_at      0.3284112       0.23046622
1557328_at      1.0749398       0.6540342
1557329_at      0.43645975      0.9907256
1557330_at      0.46491373      1.0569518
1557331_at      0.86263347      0.96880966
1557334_a_at    0.47860926      0.19427545
1557335_at      0.7680799       1.255479
1557336_at      1.226365        0.76287323
1557338_x_at    1.9478984       1.3766481
1557339_at      0.36938944      1.0664475
1557341_x_at    0.4286315       1.2601835
1557342_a_at    0.82341415      0.95194715
1557343_at      0.9048471       1.1935766
1557345_at      1.275505        0.98031384
1557346_a_at    0.6211204       0.99363184
1557347_at      1.133775        1.1940864
1557348_at      1.2245203       2.6734903
1557349_at      0.9808412       0.7389469
1557350_at      1.45382 1.3715442
1557352_at      1.101135        1.0901438
1557353_at      1.1074158       0.9526825
1557354_at      0.6836083       1.107869
1557357_at      1.1084803       0.8252665
1557359_at      2.8851674       2.3488932
1557360_at      0.99162215      0.9911837
1557362_at      0.40552047      0.49909392
1557363_a_at    0.88067997      0.42324358
1557366_at      0.84572595      0.7722837
1557369_a_at    0.50933087      1.2476044
1557370_s_at    0.7724298       0.7889603
1557371_a_at    1.0528134       1.0905768
1557372_at      0.98348975      0.8953949
1557373_at      0.56031084      1.4301549
1557374_at      0.7175966       0.74479496
1557375_at      0.6839952       1.1326064
1557380_at      1.5449632       2.0269861
1557382_x_at    1.9864327       2.1773713
1557383_a_at    0.990877        0.90340286
1557384_at      1.5672109       1.5823655
1557385_at      1.2375493       1.149695
1557386_at      0.81861615      0.7210484
1557388_at      3.3627906       1.9712585
1557389_at      0.57768714      0.61397004
1557394_at      1.6410489       1.2243415
1557395_at      8.615762        5.261579
1557398_at      0.7468044       0.8860865
1557399_at      0.9070272       1.0032741
1557400_at      1.1263405       1.0423188
1557402_at      0.45588717      0.048443027
1557403_s_at    2.0226998       1.9578815
1557404_at      0.533408        0.695456
1557405_at      0.81645817      1.2019581
1557406_s_at    0.903614        1.0083998
1557409_at      1.7379155       1.491997
1557410_at      1.0135345       1.0720341
1557411_s_at    1.7112118       1.508832
1557413_a_at    0.87956536      0.92123437
1557415_s_at    0.84449565      1.0581226
1557417_s_at    0.9778868       1.7366617
1557418_at      1.4100012       1.2631907
1557419_a_at    1.5110359       1.6009282
1557421_at      0.5187952       0.91190124
1557422_at      0.8241082       0.7914987
1557424_at      0.62176186      0.049622443
1557427_at      0.94918823      0.75482875
1557429_s_at    0.71646386      0.63125294
1557430_at      0.6112682       0.6603838
1557431_at      0.90822494      0.79409325
1557432_at      0.8604825       0.93419105
1557433_at      0.81978315      0.81776524
1557434_at      1.71079 1.2995639
1557436_at      0.667687        1.4343983
1557437_a_at    1.0867891       1.3360701
1557438_at      1.178167        1.1444921
1557439_at      0.6960933       0.46442854
1557443_s_at    0.45795453      0.11634035
1557444_at      0.7078714       0.9482617
1557446_x_at    0.67655677      0.90441996
1557448_a_at    1.0459356       0.57422733
1557450_s_at    1.3851568       1.1470921
1557451_at      0.48168463      1.0024999
1557452_at      1.1048265       1.1858536
1557453_at      1.1346145       1.1336266
1557455_s_at    0.66930336      0.77221644
1557456_a_at    0.72941154      1.252742
1557457_at      0.84971404      1.4271467
1557458_s_at    0.8439458       0.9065778
1557459_at      1.3358325       1.3522581
1557463_at      0.4532306       0.40091056
1557465_at      1.596484        1.3383368
1557466_at      0.40027952      0.7125552
1557468_at      1.0098937       0.7823868
1557470_at      1.1340773       1.1464738
1557472_a_at    1.2722647       0.6835847
1557474_at      1.4629368       1.2561367
1557475_at      0.2091422       0.016121237
1557476_at      0.6368535       0.74412596
1557477_at      0.9973158       1.0356817
1557478_at      1.1581035       1.0899484
1557479_at      0.3245772       0.96607155
1557480_a_at    1.1927621       1.0018213
1557481_a_at    1.963871        1.7542136
1557483_at      0.4697593       1.0503354
1557484_at      0.36883274      0.66996783
1557486_at      0.8424133       2.0617979
1557487_at      0.9710774       0.8723448
1557488_at      0.7317529       0.4601306
1557491_at      0.5853613       1.0729885
1557493_x_at    0.5897922       0.6765428
1557495_at      0.9192683       1.0940124
1557498_a_at    0.4637757       1.1633558
1557501_a_at    1.3861082       1.0296046
1557502_at      0.34385216      1.0388404
1557504_at      0.94464505      0.99752796
1557505_a_at    1.0540063       0.98951375
1557506_a_at    0.42309663      0.57823503
1557507_at      0.9089386       1.1555376
1557511_at      0.61280143      0.8408542
1557512_at      1.4791876       1.2876837
1557513_a_at    0.7414283       1.1236678
1557514_a_at    0.441841        0.6616794
1557515_at      0.66304594      1.059733
1557517_a_at    0.36640707      1.7869182
1557518_a_at    0.7292738       1.2438629
1557519_at      0.75701034      1.4388882
1557520_a_at    0.8967778       1.2934551
1557521_a_at    1.006504        1.1266053
1557522_x_at    1.0540665       1.1352646
1557523_at      0.7695291       0.97926146
1557527_at      0.7468046       1.4758289
1557528_at      1.1242259       1.1610758
1557529_at      3.1643696       1.7162759
1557531_a_at    1.0715121       0.16109301
1557532_at      0.6346376       0.5685867
1557533_at      1.1445819       1.1440083
1557534_at      0.5052186       0.18276554
1557535_at      0.6588096       1.433139
1557536_at      0.7912426       0.59588003
1557538_at      0.8151816       1.078369
1557539_at      1.3672858       1.1894685
1557540_at      0.75118196      0.9351025
1557541_at      0.6601771       0.53422266
1557542_at      1.0525036       0.94994587
1557543_at      2.0710804       1.9513069
1557544_at      1.1923985       1.3664143
1557545_s_at    0.97353905      1.0499097
1557548_at      0.67847264      0.82007384
1557550_at      0.6768122       1.5065867
1557551_at      1.1567622       1.3487146
1557553_at      1.6043599       1.4548984
1557555_at      0.45263284      1.1935798
1557557_at      0.9771911       0.8751722
1557558_s_at    0.98874587      1.130081
1557560_at      0.59179705      0.97859406
1557562_at      1.5066742       1.2799394
1557564_at      0.6190718       0.45824817
1557565_a_at    0.4879018       0.91301095
1557566_at      0.89092714      0.3644343
1557567_a_at    0.69845945      1.0664885
1557569_at      0.96654344      0.75670236
1557570_a_at    0.521083        1.0047691
1557571_at      0.67261434      0.7076968
1557575_at      0.6065945       0.7807495
1557576_at      0.61453676      0.82302725
1557578_at      0.7987972       0.6434703
1557580_at      0.7413104       0.78669447
1557581_x_at    0.7601002       0.84866905
1557582_at      0.551036        0.69081366
1557583_at      1.5478417       1.3127275
1557584_at      0.8254372       1.332535
1557585_at      1.2288259       1.1331396
1557586_s_at    1.3617983       1.2436646
1557588_at      0.5939207       1.1696963
1557589_a_at    0.64249593      1.193406
1557590_at      0.67147404      0.85042477
1557591_at      0.4309001       0.4166158
1557593_at      0.81685555      0.7297852
1557595_at      1.0307485       1.0281698
1557597_at      0.9263828       0.28071052
1557598_at      1.0352993       1.1847054
1557599_a_at    0.9698085       0.31523505
1557601_s_at    0.3804862       0.9678009
1557602_at      0.50000715      0.20259424
1557604_at      0.38163558      0.5855912
1557605_a_at    0.9854336       1.0053424
1557606_at      1.0336162       0.80612165
1557607_at      0.6108405       1.1698846
1557608_a_at    0.52433497      0.75149846
1557609_s_at    0.7818143       0.6792844
1557610_at      0.43918344      0.96632403
1557611_at      1.4393888       1.2616062
1557613_at      0.83176154      1.1689835
1557615_a_at    1.9338884       1.4898325
1557616_at      0.8034347       0.8569869
1557617_at      0.69133395      0.7595518
1557618_at      0.49039164      0.8234077
1557620_a_at    0.9998117       1.0752636
1557621_at      0.5190241       0.40548912
1557623_at      0.40828204      1.1898518
1557624_at      0.6834797       0.62618434
1557626_at      1.144051        1.1293491
1557627_at      0.38206753      1.1504732
1557628_s_at    0.5071273       0.6681673
1557630_s_at    0.8146746       0.9942604
1557631_at      1.0210181       1.0244063
1557632_at      1.6982116       1.5367184
1557633_at      0.69242847      0.94867873
1557636_a_at    3.8426023       2.7330828
1557637_at      0.8628226       0.3196941
1557638_at      0.5219369       0.62216616
1557639_at      0.9936835       1.1321005
1557641_at      0.4259731       0.026362518
1557642_at      2.0391514       1.3772408
1557644_at      0.95510066      0.9268317
1557645_at      0.87974447      0.94205844
1557646_at      0.7432929       0.658987
1557647_a_at    0.92918134      0.78997296
1557649_at      1.0227115       0.98719716
1557651_x_at    0.9227291       0.96600854
1557652_a_at    1.2706134       1.6012049
1557656_at      0.9438352       1.1866294
1557657_a_at    0.5804163       0.9285932
1557658_at      0.87817883      1.3141048
1557659_a_at    0.8835236       0.90135217
1557660_s_at    0.48771793      0.7652307
1557661_at      0.7186137       0.78146493
1557664_at      0.4187276       0.8368437
1557665_at      1.0769744       1.0512022
1557666_s_at    1.5510566       1.2886889
1557667_at      0.6651276       0.6527864
1557669_at      1.4658006       1.1211785
1557672_s_at    0.6900827       1.2133095
1557673_at      1.8153389       1.3184695
1557674_s_at    0.8649541       0.6062239
1557675_at      0.9198769       0.9408473
1557676_at      0.794891        1.1317265
1557677_a_at    0.60969007      0.6338563
1557679_at      0.3212291       0.92369205
1557680_at      1.2751728       1.227484
1557681_s_at    0.88842183      1.1802644
1557682_a_at    0.513283        0.69660664
1557683_at      1.2386833       1.5902089
1557684_at      0.8934718       0.6956648
1557685_at      1.1801409       1.1687092
1557688_at      0.92192006      0.87131053
1557689_at      1.4079958       1.218135
1557690_x_at    1.2343813       1.1539879
1557692_a_at    1.3118788       0.4381711
1557693_at      0.84561634      0.81511676
1557697_at      0.74891907      1.0850248
1557698_at      0.98234516      1.0444982
1557699_x_at    1.1299583       1.1552562
1557700_at      0.43065646      0.76130056
1557701_s_at    1.8532231       1.7352381
1557702_at      0.5557868       1.2472478
1557703_at      0.9232442       0.5440703
1557704_a_at    0.97627854      0.3602206
1557705_a_at    0.61907184      1.2006035
1557706_at      1.8288321       1.6757836
1557707_at      1.1860516       1.3642819
1557709_at      0.65139943      0.7925274
1557710_at      0.8972669       1.1230638
1557712_x_at    1.2779675       1.3648691
1557713_at      0.3577385       0.89708847
1557714_at      0.75012827      0.76489735
1557717_at      1.017751        1.8627709
1557718_at      1.0143305       1.054919
1557719_at      1.0139107       0.9565453
1557720_s_at    0.52258164      0.55930567
1557721_at      0.32680616      0.52952653
1557723_at      0.88040817      1.082863
1557724_a_at    0.53623116      0.83431804
1557726_at      0.7572962       1.1787744
1557727_at      0.74245274      0.6735242
1557729_at      0.502722        0.66464186
1557731_at      1.0362215       0.9109325
1557733_a_at    0.5886813       0.67395526
1557734_s_at    0.6020373       1.1925594
1557735_at      0.5635949       0.45043802
1557736_at      1.0812786       1.3264796
1557737_s_at    1.4872653       1.4332337
1557738_at      1.326819        1.2130537
1557739_at      0.616277        1.6581333
1557740_a_at    0.81784457      1.4340162
1557741_at      0.9721889       0.99526113
1557742_a_at    0.72694033      0.053925402
1557744_at      1.1894014       1.1434988
1557745_at      0.8541879       0.7617436
1557746_at      0.9020416       0.4479271
1557749_at      3.6741028       1.5911864
1557751_at      1.609663        1.6074032
1557753_at      0.4240501       0.41225067
1557754_at      0.6237578       1.1121376
1557755_at      0.8798649       0.980296
1557756_a_at    1.262257        1.1612493
1557757_at      0.553904        0.9735299
1557758_at      0.98826545      1.1235034
1557759_at      0.8912408       0.328725
1557761_s_at    0.80910325      1.2892238
1557762_at      1.0241629       0.12016075
1557763_at      0.67160064      1.6049325
1557765_at      0.8757729       0.0328639
1557767_at      0.35033014      1.1724668
1557768_at      0.9947504       0.91821253
1557769_at      0.43571982      1.4218001
1557770_at      0.5843689       0.8157253
1557771_at      0.69357955      1.0640186
1557772_at      1.1301683       1.1474173
1557774_at      0.7731647       0.70256466
1557775_a_at    0.461682        0.65052724
1557776_at      1.7332346       0.8149465
1557777_at      0.6926896       1.1056676
1557778_at      0.89784026      1.6113079
1557779_at      0.53190154      0.7002185
1557780_at      1.6218312       1.4561291
1557782_s_at    1.5513334       1.0576518
1557783_at      0.97945 0.945805
1557786_s_at    0.801104        0.5180144
1557787_at      0.7437138       0.78773135
1557788_a_at    1.1600701       1.1377962
1557789_at      0.4211025       0.9311277
1557790_at      0.5222632       0.8418313
1557791_at      0.5150278       0.3202591
1557793_at      0.4902068       1.4027852
1557795_s_at    0.420563        0.4930136
1557796_at      0.5376482       0.61981046
1557797_a_at    1.4138423       1.6669317
1557798_at      0.7033485       0.5348848
1557799_at      0.817273        0.8923692
1557801_x_at    0.72089785      0.8033483
1557802_at      0.42637488      0.9754392
1557803_at      1.4511307       1.279756
1557804_at      1.5779874       1.1731434
1557805_at      1.0922481       1.3259044
1557807_a_at    0.99962294      1.3239529
1557809_a_at    1.5861423       1.1440449
1557810_at      1.3684039       1.326352
1557811_a_at    0.60766304      0.4762362
1557812_a_at    1.769461        1.620235
1557813_at      1.0192177       0.9529253
1557814_a_at    0.95340216      1.0883251
1557816_a_at    1.0392667       0.9718495
1557817_a_at    0.93616235      1.3750771
1557818_x_at    0.3601068       1.1121652
1557820_at      0.66374016      0.66116196
1557821_at      2.1238492       1.3216251
1557822_at      0.8087981       0.62955683
1557823_s_at    1.0248115       1.0243006
1557825_at      1.4213051       0.96908635
1557826_at      0.88196546      0.7924991
1557827_at      1.0868416       1.0113153
1557828_a_at    0.9468423       1.0180882
